start_x,start_y,end_x,end_y,control1_x,control1_y,control2_x,control2_y
408,325,585,350,346,441,541,362
260,62,350,575,338,116,420,480
531,654,78,493,359,756,71,511
342,100,697,726,384,-64,678,526
249,775,475,761,151,875,301,926
184,797,229,428,37,970,126,536
270,184,508,741,84,241,359,772
219,288,197,430,186,389,321,425
56,10,207,543,148,-36,79,523
422,577,494,319,431,713,367,302
777,526,790,545,846,536,870,368
724,246,128,182,859,364,157,119
563,459,362,753,660,495,218,916
202,257,567,263,365,182,383,262
234,468,400,733,167,367,507,928
349,308,723,176,402,395,619,182
189,219,218,368,6,357,75,514
236,223,745,705,257,39,892,756
406,435,479,707,590,280,488,781
562,507,407,657,672,553,493,714
644,615,208,346,653,448,186,428
506,746,106,669,388,623,267,667
94,776,334,72,16,868,393,49
322,314,584,56,494,312,547,-121
377,632,135,574,387,585,-64,443
351,19,603,447,159,49,730,416
400,302,347,361,402,473,449,509
440,773,799,720,619,763,964,582
347,491,243,310,235,657,89,118
557,523,159,659,555,422,108,854
786,667,545,396,730,746,491,234
279,593,188,779,426,683,275,827
302,535,245,518,241,437,208,655
247,564,584,583,261,384,724,762
732,368,316,756,820,517,233,899
748,78,265,395,808,-77,272,480
125,73,303,53,1,138,111,-7
41,629,320,784,-60,582,343,934
557,336,53,134,458,522,86,75
665,411,324,282,799,535,242,284
795,160,792,54,892,331,613,-133
473,211,96,17,281,258,142,97
520,705,493,527,439,742,524,448
78,614,244,322,91,468,337,144
633,191,360,148,654,348,323,57
317,780,426,67,178,860,580,-98
346,442,744,743,541,622,692,796
637,746,768,356,592,553,950,488
364,565,588,208,343,571,599,110
479,42,263,88,615,219,216,273
32,64,264,756,49,-58,400,563
363,363,140,372,534,225,-18,514
389,328,178,621,545,421,347,809
143,784,732,110,238,726,627,-25
361,423,571,224,308,402,718,80
294,128,106,75,220,0,-90,-26
43,99,729,282,-72,-71,782,210
736,479,329,791,568,475,507,806
435,24,158,608,500,-132,100,644
693,113,289,789,534,259,408,673
546,655,386,39,683,649,435,138
227,647,0,453,124,596,-178,371
613,425,744,620,481,600,749,811
419,16,42,690,331,31,10,597
716,205,718,266,882,335,898,275
514,463,324,185,406,576,178,355
466,645,390,565,615,548,253,382
435,654,640,451,276,715,702,436
381,433,536,651,313,300,446,598
531,1,585,569,448,0,657,644
71,249,19,788,235,357,10,703
671,798,9,123,493,915,9,-5
749,79,770,662,752,-117,711,533
693,330,528,759,575,158,611,564
117,490,470,539,37,307,423,471
159,618,211,743,0,708,107,915
766,401,499,695,794,484,643,706
376,315,301,0,214,286,133,-185
302,175,686,222,289,250,603,319
64,727,25,472,127,836,-111,370
755,665,773,758,888,599,866,622
523,479,591,297,642,335,500,389
225,315,513,65,391,131,378,-11
510,471,384,537,374,410,291,644
37,178,712,329,223,117,529,384
678,532,148,25,815,698,259,189
153,519,530,543,318,515,395,470
111,317,299,294,244,285,369,389
253,336,510,760,271,296,639,743
646,683,457,237,625,649,585,220
506,472,306,696,425,552,356,761
676,488,275,575,518,682,115,528
765,216,38,177,943,361,218,274
522,9,235,481,393,127,169,532
174,333,713,788,173,508,837,950
19,106,217,356,109,231,286,275
100,101,288,505,36,77,146,314
62,701,40,151,83,506,-69,21
792,783,295,58,634,822,309,178
549,794,624,540,645,875,450,468
205,143,690,645,101,260,858,562
542,213,736,323,573,136,879,409
591,293,730,97,405,227,623,146
690,233,444,338,670,315,526,382
146,293,433,367,228,423,629,439
90,526,294,308,-28,666,404,493
250,571,630,594,111,412,458,572
608,149,595,463,736,309,582,384
710,481,442,113,649,471,282,63
170,184,783,155,223,307,838,96
451,22,752,726,647,63,875,764
97,273,158,397,289,275,105,277
685,234,247,578,646,117,291,588
382,588,238,49,535,557,382,96
596,412,523,74,599,288,572,147
176,113,76,283,257,275,-6,448
651,109,336,591,561,93,260,747
130,790,773,177,217,750,915,43
578,499,48,347,394,518,211,190
141,131,13,66,159,273,-71,-17
122,227,4,244,227,81,-41,204
410,395,759,740,255,212,861,912
447,683,531,14,539,523,500,-24
355,346,434,313,447,213,622,282
616,533,683,336,704,706,879,222
779,676,415,314,595,851,278,352
51,385,673,168,-5,219,513,-9
649,65,92,697,602,57,-31,794
654,90,774,159,737,178,925,-21
734,758,129,640,889,838,74,564
2,764,477,717,113,876,300,872
640,405,495,372,483,349,675,306
788,720,668,623,853,703,863,472
798,255,106,203,968,353,-5,363
28,66,306,105,104,44,476,-86
557,403,583,428,746,422,624,535
303,61,350,284,173,-27,260,204
313,739,668,772,469,731,502,850
428,96,235,274,465,-90,376,456
470,656,325,188,534,525,207,60
310,550,695,139,243,373,880,-6
760,93,638,334,892,117,630,331
181,498,100,668,285,550,243,684
479,420,87,469,294,331,237,646
269,758,227,624,413,686,148,754
751,351,379,718,921,365,555,544
234,550,783,191,116,681,669,382
711,32,43,498,889,15,170,610
501,550,76,179,420,429,85,348
742,33,16,182,672,-45,-140,356
758,177,553,184,611,337,621,237
499,372,510,577,683,237,423,711
752,576,719,335,764,603,854,253
792,616,773,468,929,752,721,495
319,778,435,414,210,972,557,406
145,205,207,134,142,167,354,188
418,484,306,397,291,310,327,357
526,17,18,634,630,138,176,533
349,307,389,95,388,420,356,195
345,543,324,384,226,723,269,457
704,231,376,153,530,332,367,5
642,491,603,572,483,452,796,644
540,502,566,637,711,668,649,756
498,640,766,400,459,739,758,326
669,141,340,353,772,328,152,318
775,564,390,720,824,416,548,658
385,721,57,402,498,545,15,240
333,582,271,358,223,476,453,314
637,750,451,735,801,554,482,819
713,39,267,300,869,63,407,160
542,530,649,781,427,375,656,972
757,218,609,273,877,161,564,451
235,78,499,443,235,258,508,642
199,532,420,207,356,627,480,255
466,674,238,238,575,612,346,47
0,595,288,581,-198,430,142,424
117,232,198,28,167,39,11,21
584,361,174,571,587,266,10,481
337,204,103,435,279,379,90,363
117,565,421,21,50,536,543,-81
94,550,672,688,190,503,517,620
710,376,217,602,657,565,178,521
12,355,246,774,-49,536,438,685
23,773,526,46,156,823,617,-20
493,598,214,300,524,551,393,204
213,702,433,430,189,788,409,440
456,563,170,314,491,739,299,391
406,327,239,229,312,343,60,186
624,111,543,230,608,274,494,267
766,91,315,211,823,-44,119,294
788,568,733,227,801,424,782,247
524,615,645,196,693,537,834,388
580,381,569,695,484,545,387,801
607,158,254,330,523,63,95,400
52,246,206,284,228,360,284,320
350,698,27,16,370,509,-73,-150
18,535,457,140,-12,379,463,230
203,319,682,440,395,286,783,531
19,557,775,156,-65,641,666,4
196,372,499,452,324,404,384,471
286,519,608,269,426,642,745,238
710,377,202,268,836,507,330,263
594,86,610,799,597,-102,798,648
6,479,655,55,-46,574,544,-70
679,37,542,791,734,128,741,770
629,206,642,130,788,390,665,19
166,593,518,387,117,775,422,396
281,383,600,672,196,271,788,722
752,428,513,794,707,601,576,673
16,375,372,318,-85,406,532,297
157,423,711,74,-30,576,735,43
340,281,647,562,275,102,658,542
73,17,643,279,200,199,773,351
641,691,186,108,824,878,112,-86
265,59,560,244,98,216,743,116
512,241,513,113,334,434,695,-30
510,559,144,540,458,372,235,660
145,446,752,428,-33,343,724,563
564,283,568,362,646,135,714,460
578,649,75,580,531,721,36,521
52,496,97,730,182,672,-96,729
165,546,361,212,191,577,385,67
141,29,449,731,191,119,573,798
558,87,278,480,754,136,374,518
196,488,199,474,38,341,323,293
403,7,353,273,461,-60,245,253
176,308,692,652,355,281,674,614
351,408,408,426,506,317,306,243
8,706,532,668,-191,563,593,485
750,421,341,168,580,409,458,241
92,711,356,727,18,570,224,872
243,532,110,687,310,475,219,502
324,75,9,549,177,-109,84,601
765,298,111,194,910,292,20,366
260,153,343,202,216,205,346,233
704,75,65,467,708,201,-112,452
658,111,609,247,784,304,644,196
699,397,468,177,896,220,562,74
448,104,237,623,561,7,223,779
635,488,773,327,471,500,606,182
496,290,39,119,435,309,-127,141
270,63,453,749,347,88,636,637
622,376,394,245,761,454,563,364
194,373,370,242,173,191,544,426
289,448,738,140,475,385,805,271
98,782,522,513,22,683,466,646
343,699,376,80,525,680,191,206
660,510,609,467,496,586,660,298
662,558,281,309,555,614,269,111
271,405,762,150,232,398,593,103
120,43,75,562,80,182,92,661
729,296,487,658,773,357,503,517
438,571,133,58,473,748,-48,-59
64,499,209,663,-62,398,126,636
539,799,796,675,528,747,867,850
287,202,681,537,427,21,606,345
567,427,388,96,744,375,318,31
169,496,578,709,81,478,462,585
798,590,226,181,630,550,285,35
36,569,499,198,-117,689,630,58
639,418,523,757,760,271,454,777
203,438,74,473,122,327,53,454
431,499,444,778,293,385,245,943
648,233,215,378,515,161,284,547
263,585,52,293,344,466,-112,452
547,227,205,112,433,372,227,230
118,427,706,156,32,426,518,16
52,175,581,2,144,145,431,137
472,369,326,277,598,239,386,430
592,381,241,634,642,389,250,592
714,310,678,381,726,437,754,246
655,17,32,247,455,-59,22,73
167,81,128,356,129,58,223,499
139,108,476,87,179,283,321,98
669,593,80,485,706,405,202,360
409,792,767,354,242,878,673,438
12,428,676,233,-112,581,631,252
755,457,226,33,663,364,121,67
112,225,742,134,20,369,841,40
205,113,798,289,297,250,793,101
168,224,602,782,-4,149,707,661
580,436,371,328,536,557,252,382
581,716,638,184,418,599,554,322
319,779,334,417,256,968,359,284
719,761,722,224,696,581,523,157
21,362,308,274,108,336,413,91
163,313,476,735,25,186,357,606
462,746,509,617,371,644,708,754
233,54,22,507,220,119,138,625
138,70,572,290,140,-115,738,361
684,515,731,345,592,438,711,508
762,424,737,602,640,494,602,449
69,668,531,642,-28,684,531,766
741,684,25,228,552,484,129,148
678,584,349,331,526,710,413,280
346,373,313,558,233,456,313,547
52,529,327,231,179,554,412,213
271,417,28,532,286,548,130,540
640,721,131,117,807,900,147,10
434,487,439,479,236,464,301,417
42,303,521,704,41,110,668,799
236,576,765,153,101,586,838,124
36,18,360,370,20,183,554,254
3,626,360,477,-73,536,239,452
741,280,433,266,698,307,541,465
205,795,593,545,224,787,689,670
759,168,275,4,814,82,164,39
338,145,393,239,416,272,438,174
150,599,624,298,-13,614,543,271
133,640,315,388,121,655,425,491
49,579,205,635,228,511,204,568
456,372,212,556,399,218,151,602
189,756,496,602,318,563,618,604
628,235,60,721,623,142,245,853
334,678,47,413,371,858,174,419
167,17,63,424,-3,141,-16,341
211,268,749,671,273,190,735,662
601,491,91,750,558,556,269,810
138,356,369,649,-1,436,496,822
71,119,587,5,-64,-11,492,85
173,649,410,317,64,837,466,445
262,782,396,748,449,593,315,585
535,336,362,759,354,184,428,629
470,457,377,413,617,303,183,365
747,158,769,323,824,180,839,204
657,515,598,283,666,690,628,308
402,422,516,750,363,349,418,763
566,20,146,345,759,17,60,365
315,748,50,304,296,766,104,442
386,401,721,433,228,498,680,338
730,51,391,728,870,93,548,888
200,631,645,149,357,766,625,267
404,781,40,476,424,764,70,436
282,666,634,510,464,781,589,570
125,292,500,281,193,415,431,197
77,387,370,7,95,367,240,26
743,399,415,284,595,581,286,393
427,133,768,741,426,157,870,815
379,657,411,649,273,653,370,540
279,733,671,717,238,906,628,817
523,419,554,734,667,259,547,607
62,681,126,755,-14,749,148,753
536,60,209,756,729,30,383,907
756,47,514,391,842,225,488,236
304,297,657,32,375,181,842,-53
69,158,308,406,195,12,227,355
456,54,478,423,395,247,540,280
75,352,123,544,80,500,5,414
551,778,132,193,650,858,217,237
679,607,728,762,527,612,825,881
637,220,726,190,732,274,832,100
373,531,196,157,408,652,214,252
451,277,6,320,532,435,168,418
558,73,232,204,439,-97,418,78
407,632,515,678,585,811,623,810
383,359,225,230,522,188,181,204
654,573,467,430,722,692,458,541
158,718,717,63,98,723,886,180
102,100,352,440,-21,-20,533,306
16,582,317,137,158,766,495,8
628,365,598,160,821,275,412,283
353,462,145,639,551,619,243,707
36,498,234,244,96,476,219,55
7,418,748,271,-64,314,613,254
641,48,98,591,454,-77,-97,453
791,33,48,191,723,120,-90,176
221,291,252,521,378,373,306,617
575,668,25,471,621,669,-113,336
523,759,375,80,640,924,317,62
80,82,797,164,273,-63,644,286
653,103,495,129,702,55,368,327
611,70,436,641,470,170,269,648
746,598,152,279,737,631,345,381
146,479,629,504,73,535,565,575
148,486,337,489,-51,512,503,361
632,202,108,791,702,268,50,829
118,440,668,354,-33,636,839,186
465,73,359,179,461,-96,311,209
182,239,312,354,126,85,133,348
434,283,113,565,584,225,154,679
732,311,294,567,686,232,446,578
575,395,294,257,627,362,312,154
774,51,277,538,746,-23,388,664
496,49,67,632,395,68,3,746
581,667,436,395,721,470,625,427
581,385,12,36,615,581,91,224
729,275,783,95,800,474,628,240
257,377,703,291,439,560,603,120
184,23,553,468,2,140,362,618
452,505,305,151,572,330,164,181
756,612,591,654,913,607,780,770
682,682,586,598,777,698,428,449
291,694,649,238,282,796,785,397
717,194,480,216,706,50,345,411
116,187,218,137,293,262,70,284
121,558,545,365,152,406,489,338
353,296,249,235,464,458,427,117
509,42,31,148,487,233,140,315
633,62,103,589,646,-61,133,612
80,130,99,533,33,38,180,464
643,602,453,100,686,470,432,115
787,448,29,463,831,627,214,524
474,716,179,419,555,580,245,402
152,772,204,286,55,866,168,94
631,742,669,383,472,872,530,411
622,514,670,231,481,524,656,36
30,222,241,405,107,348,394,419
541,200,682,143,716,169,758,-11
797,379,234,255,798,283,341,118
617,597,637,393,718,732,817,250
715,592,285,260,596,604,222,88
433,96,719,260,283,-67,913,152
694,168,151,686,572,24,148,696
301,716,410,741,466,716,579,867
342,239,436,290,484,355,532,316
436,699,95,65,442,820,95,-66
624,572,765,169,766,736,662,95
522,597,476,770,683,698,517,574
355,592,493,694,366,715,563,737
556,295,543,687,405,390,432,884
132,82,656,666,155,252,595,630
434,648,421,29,283,630,404,198
412,748,412,365,231,890,586,372
9,299,763,62,-166,395,837,-32
118,5,468,255,26,-146,477,257
344,314,129,546,522,128,99,637
59,9,134,329,-62,50,196,359
435,265,59,81,536,304,-85,129
582,497,566,639,673,432,745,823
725,54,744,722,709,-76,903,762
272,785,504,208,329,971,613,109
702,50,66,235,725,-9,-123,84
567,586,201,401,417,734,227,210
505,667,692,679,614,577,731,806
180,580,29,395,152,776,-105,576
322,647,265,242,226,502,129,439
79,361,437,71,-65,330,464,110
92,318,292,534,198,163,133,728
296,287,355,401,348,280,179,541
151,422,29,209,39,487,179,48
517,588,525,720,515,593,480,630
638,433,507,189,458,350,610,226
392,669,100,108,323,699,254,275
208,698,164,381,296,541,-9,514
9,631,427,452,80,609,228,585
114,732,266,457,180,599,117,556
744,358,575,216,677,531,593,296
402,473,582,336,295,399,526,324
436,543,274,25,460,572,185,52
173,184,141,637,278,302,152,830
796,270,494,700,977,262,587,627
160,551,462,450,275,723,527,606
751,71,367,550,602,109,241,623
209,308,779,26,365,366,735,111
618,408,269,191,581,345,281,339
698,492,586,199,706,383,434,120
283,251,609,37,412,297,544,42
11,68,451,318,193,193,424,174
545,501,629,749,480,367,775,587
65,237,87,128,194,112,-59,142
709,158,653,96,528,354,740,203
23,775,348,237,-45,626,151,341
515,10,68,413,668,53,37,255
260,504,749,714,361,499,748,573
324,322,176,601,365,281,91,755
138,23,340,759,-45,222,413,712
695,569,395,771,706,475,400,801
720,88,749,566,723,-34,693,637
101,395,24,765,184,592,-55,824
632,39,108,223,822,-111,246,232
424,447,309,298,489,256,286,227
111,169,509,392,-32,188,348,505
323,235,301,659,495,130,371,548
68,763,774,447,-11,681,684,645
394,361,581,568,261,180,778,498
43,254,493,113,45,343,299,287
512,166,399,630,575,-31,593,718
66,86,238,505,67,119,329,589
59,691,481,121,124,532,602,316
107,328,658,753,-32,409,669,660
502,775,356,703,455,773,496,892
620,764,354,391,711,785,155,438
235,134,390,272,290,78,211,359
317,18,235,555,195,137,57,690
528,54,789,637,601,-4,863,801
319,767,634,530,207,877,741,707
478,485,359,679,443,675,350,527
10,713,354,81,-56,764,175,247
235,226,273,392,271,357,450,252
550,593,577,557,467,582,396,680
667,187,633,212,859,55,544,406
410,286,723,307,550,244,633,130
707,356,457,553,877,333,590,645
114,697,207,33,5,512,365,-157
401,29,460,9,244,196,626,108
784,467,696,563,859,389,522,403
578,262,621,296,776,327,476,336
717,595,276,518,581,549,371,715
156,422,564,149,-40,441,426,345
767,124,370,748,573,251,269,917
578,22,83,523,616,-30,11,582
773,741,266,592,687,622,349,484
371,546,229,412,254,729,380,489
455,225,393,703,315,199,385,636
106,518,167,728,-23,605,93,648
158,633,793,366,268,633,655,218
610,765,739,732,570,754,794,615
355,332,358,514,345,348,346,546
687,591,461,719,732,510,643,630
7,625,18,453,59,800,-151,585
87,277,216,452,218,343,255,359
299,640,540,683,158,768,496,576
766,310,498,260,614,471,480,385
611,790,491,115,629,864,483,291
750,695,706,571,597,714,550,459
434,497,269,708,570,582,269,540
537,164,746,382,341,188,874,320
129,406,659,669,-68,529,574,553
84,688,355,180,146,880,156,216
279,196,539,332,477,130,633,452
606,408,11,245,444,551,-96,75
328,282,775,389,170,226,783,207
192,423,763,261,-3,609,628,337
37,723,397,636,-121,628,592,675
107,738,729,716,10,645,822,846
642,645,142,421,621,841,15,496
450,777,403,200,506,589,539,237
714,153,226,333,693,180,165,385
759,633,83,790,670,823,149,672
134,453,758,275,-3,479,729,450
669,564,224,218,795,425,58,133
548,501,77,12,403,542,150,111
212,314,249,439,138,258,401,548
328,359,11,184,492,237,121,206
794,287,283,313,788,172,214,158
340,652,689,80,419,627,648,-92
636,550,474,473,817,683,415,635
447,682,21,336,441,778,170,200
631,389,579,113,723,489,767,241
498,88,498,359,389,-99,641,160
286,559,584,193,162,606,624,212
212,514,510,463,342,614,450,662
110,565,126,701,-72,511,287,778
745,312,641,743,913,336,597,897
247,571,683,325,300,760,714,519
459,692,604,486,629,608,496,623
661,135,108,538,675,-49,175,446
192,447,690,669,140,573,675,506
465,531,785,559,616,434,719,625
527,62,361,267,440,-94,353,215
601,6,488,282,517,120,310,344
470,765,14,605,493,877,138,571
540,120,505,32,557,115,412,126
680,517,670,80,713,360,495,204
302,292,390,577,234,258,374,424
633,532,717,216,725,413,800,203
109,310,221,233,239,450,404,413
405,793,340,539,338,787,404,738
418,442,222,704,489,400,338,756
620,785,581,625,448,830,462,507
45,724,502,290,65,536,371,387
707,138,381,370,632,122,510,466
692,624,350,717,879,525,358,717
167,101,140,478,178,140,301,434
739,789,260,590,884,736,123,401
184,739,209,510,315,764,204,540
398,642,751,612,310,823,880,506
668,484,653,4,752,445,606,36
710,402,375,27,750,540,237,-56
780,155,224,246,695,50,168,210
33,791,349,401,19,977,548,220
34,731,409,351,66,552,414,230
659,182,700,386,546,297,713,580
718,341,270,585,584,251,148,439
659,130,476,704,738,153,533,572
626,259,417,510,441,178,378,707
394,526,650,26,302,550,733,173
118,410,167,345,92,319,11,243
261,543,671,359,298,516,558,345
12,707,476,148,30,828,309,65
542,290,626,314,393,472,483,279
596,177,236,123,505,338,329,233
105,150,774,262,126,227,855,75
454,743,126,652,458,839,320,656
526,426,451,493,712,272,609,521
476,17,7,601,349,-32,56,430
538,343,553,407,553,212,639,236
620,643,512,783,668,810,550,912
370,261,362,370,291,335,367,492
30,412,220,493,68,392,175,441
215,659,575,424,327,565,382,254
743,335,199,49,865,215,351,-132
622,675,289,727,818,837,159,881
6,76,572,652,-51,89,699,616
148,673,797,168,8,487,616,100
754,525,105,207,576,580,122,334
437,796,515,336,629,807,655,338
548,409,661,731,349,295,493,661
532,267,196,220,371,86,190,280
460,231,397,701,415,134,364,532
115,296,251,581,109,136,87,579
241,66,518,104,124,110,649,55
520,251,528,175,484,86,585,74
127,477,785,673,307,497,615,767
756,58,596,642,679,-86,443,696
58,44,642,152,209,-127,461,22
67,349,267,202,100,188,127,77
240,567,326,29,222,577,462,134
204,717,662,115,368,915,541,27
701,390,694,743,508,319,601,890
288,138,207,397,415,141,90,270
643,435,9,717,635,566,-147,734
410,560,216,794,363,461,246,910
553,35,245,646,658,102,272,702
164,25,716,589,6,203,882,714
462,115,180,122,658,-41,226,127
534,345,756,266,453,222,834,75
368,482,352,0,338,427,464,-109
252,319,518,71,284,280,569,39
34,5,353,322,-155,145,444,353
338,371,243,589,232,309,87,407
133,151,487,755,306,309,528,582
190,455,790,242,324,333,985,193
360,483,770,197,312,602,780,139
156,96,84,694,-2,151,-9,518
117,145,516,381,-27,280,681,508
673,364,177,11,542,546,193,-175
405,79,354,215,503,-40,193,388
731,567,264,492,719,738,227,333
699,19,305,76,891,-160,440,135
662,183,102,583,478,135,216,462
604,136,781,626,479,329,758,817
437,497,171,96,260,322,334,23
534,15,459,723,595,21,556,524
565,458,282,504,520,509,214,513
591,206,153,455,505,393,-30,455
762,680,282,137,654,584,188,319
445,627,115,697,314,596,-78,562
260,294,266,423,93,319,461,415
87,90,527,5,265,137,510,-81
298,597,264,502,406,660,113,364
58,383,508,788,-125,499,537,865
789,553,514,102,699,361,664,-97
573,598,298,565,685,723,415,528
118,145,8,89,-48,300,-28,69
405,727,593,545,517,623,592,730
89,76,334,704,26,249,332,681
293,221,231,423,125,406,55,408
793,245,493,685,958,200,430,674
246,136,320,361,362,8,210,437
575,655,548,241,645,470,665,357
702,586,375,561,872,575,233,746
396,175,578,65,492,316,493,-120
43,540,507,695,113,452,312,746
573,647,272,575,643,694,432,582
12,225,176,353,15,211,291,421
209,71,69,307,154,52,139,287
461,112,675,773,561,206,822,754
449,238,377,24,635,245,437,88
405,774,232,422,448,963,343,511
72,514,273,214,196,663,472,176
16,543,17,108,149,666,-65,125
47,466,621,151,98,278,633,-1
256,261,647,61,407,171,831,-70
101,442,46,311,-87,295,83,112
489,639,422,541,444,449,591,708
716,123,681,455,713,-48,507,423
220,6,789,168,262,156,869,123
233,313,633,552,225,116,560,481
575,721,257,739,619,672,381,932
319,447,478,63,463,492,535,62
524,379,135,624,511,539,297,491
504,374,736,505,347,425,555,440
686,596,290,682,882,488,339,858
665,743,273,31,588,671,332,46
535,18,165,95,502,191,122,267
420,308,136,565,517,390,231,498
262,742,753,198,299,556,631,66
84,771,16,649,-77,728,-62,514
323,228,9,493,350,184,-162,533
248,774,207,575,268,788,168,633
672,418,252,191,536,493,447,124
155,140,385,588,188,336,287,530
275,708,514,622,328,889,316,626
439,705,597,391,579,588,745,377
624,535,514,308,427,579,706,254
735,273,772,154,791,406,881,334
42,531,753,695,83,500,929,846
605,156,229,89,685,152,111,-58
617,377,410,604,526,374,396,713
20,108,486,583,156,29,631,539
210,230,519,56,302,87,453,236
50,692,225,448,141,496,376,309
189,402,241,500,374,555,247,569
38,139,78,255,1,309,-82,79
226,678,734,404,72,748,849,525
231,482,603,526,58,315,691,609
369,646,472,161,481,539,575,231
744,554,590,409,569,622,519,457
345,288,494,129,322,168,587,178
331,437,509,665,457,270,643,655
123,195,233,194,45,350,373,81
247,118,763,695,258,307,771,520
267,273,48,23,305,266,60,111
740,391,799,399,644,247,642,492
465,553,220,378,385,396,219,335
112,428,435,491,120,482,576,469
337,164,562,763,232,28,431,607
535,619,13,647,559,767,-154,751
497,401,110,722,398,391,304,794
688,775,792,605,541,654,805,500
247,67,345,538,219,262,354,442
592,209,7,184,412,214,48,305
508,431,397,454,610,387,369,533
558,232,188,492,720,414,33,404
102,72,446,515,69,152,445,661
631,496,630,244,723,568,477,195
626,312,513,355,770,171,393,380
796,20,377,365,796,-81,282,430
319,728,353,311,171,700,444,165
171,90,279,763,-7,110,207,700
708,609,752,187,755,782,774,80
9,465,768,632,77,534,685,522
749,340,395,126,614,339,454,170
768,518,385,278,843,323,325,334
271,336,255,205,78,279,260,102
339,580,684,694,219,464,798,663
341,291,764,122,467,466,618,203
584,41,298,265,678,-111,397,372
56,314,663,734,-18,153,609,754
236,556,204,695,423,382,127,664
357,268,647,337,473,264,548,250
102,124,296,756,-26,300,242,709
5,682,41,137,39,538,-103,146
436,289,567,10,615,344,688,-173
552,13,480,545,610,-104,296,395
317,540,430,426,253,721,371,603
775,339,182,223,884,293,3,419
73,449,185,710,-31,466,231,767
475,392,362,625,282,473,475,810
799,212,187,698,700,191,280,648
215,674,377,773,357,771,186,668
638,711,474,205,783,585,328,35
340,127,268,209,283,104,136,275
405,30,379,408,383,87,537,217
272,164,251,250,276,-11,247,329
611,745,218,63,677,712,389,227
160,557,86,733,93,718,-59,830
553,436,2,638,382,260,-154,555
656,599,548,92,634,775,390,128
690,262,105,244,528,153,210,265
713,666,536,534,895,519,359,443
522,737,267,585,463,807,451,540
238,212,26,194,408,282,60,148
401,176,212,689,226,323,44,598
508,696,737,380,496,604,602,474
107,458,536,557,296,442,692,436
516,708,671,518,596,568,821,360
101,799,374,479,-87,905,501,516
299,326,569,130,217,371,450,238
701,143,77,203,695,18,228,13
671,575,224,403,790,480,367,312
748,286,796,734,677,482,741,880
219,513,383,788,307,557,428,739
700,211,430,167,528,398,334,132
709,766,187,522,808,628,163,397
323,582,771,120,419,694,576,5
238,509,541,247,155,396,496,102
379,654,753,719,464,661,573,758
729,735,197,163,699,685,320,341
401,578,763,266,258,391,888,217
462,309,794,250,264,365,659,350
333,69,49,343,289,-79,-113,321
785,491,119,796,710,668,122,612
751,145,342,341,754,128,332,336
514,541,318,756,378,348,187,666
748,380,769,135,571,230,752,-48
526,654,203,548,678,771,48,567
48,770,320,12,-152,625,336,-146
184,482,96,758,374,645,124,797
362,501,255,435,418,428,415,351
598,0,309,242,592,-58,149,345
213,751,464,698,285,656,387,610
589,1,264,195,625,-57,459,38
204,767,203,111,16,720,399,59
169,739,514,19,279,601,555,81
34,574,426,483,-105,759,595,547
9,383,139,617,-87,383,152,750
174,498,334,92,106,357,361,172
210,792,147,588,355,716,247,584
163,463,254,749,212,516,258,942
742,772,622,256,609,893,505,217
249,508,303,489,50,508,207,337
205,565,599,783,333,482,767,584
443,345,658,757,480,215,731,614
297,658,489,2,238,625,299,-158
483,342,734,480,387,479,620,649
342,169,685,103,280,253,519,46
501,10,0,733,516,86,-53,809
8,141,372,563,-74,77,540,453
430,597,764,169,487,795,825,277
283,785,635,23,182,836,789,147
355,55,22,440,177,179,-63,369
132,140,572,337,3,164,403,428
448,86,169,102,647,224,339,235
537,145,577,692,343,257,446,522
23,651,299,427,45,815,309,469
551,651,365,300,476,707,403,200
433,268,539,728,588,281,648,644
669,561,635,168,490,598,555,198
695,562,664,781,684,588,670,790
580,367,64,0,696,374,-95,-197
568,59,282,659,434,256,453,680
372,341,196,685,490,505,234,751
548,51,322,621,411,233,337,441
682,43,111,381,688,15,104,552
473,356,557,194,570,401,399,194
178,219,480,40,262,279,596,-80
412,440,795,89,286,446,838,258
119,325,309,730,205,216,311,788
414,326,275,130,266,482,105,263
306,677,514,600,481,774,509,604
74,571,616,527,230,576,720,442
156,630,685,407,301,719,783,507
548,646,149,550,694,704,138,543
374,719,364,475,564,691,296,292
294,365,739,264,432,440,574,248
341,744,115,601,402,873,62,569
491,625,703,360,395,810,664,278
92,685,456,360,-20,670,517,284
218,140,224,133,146,163,306,295
479,549,283,94,412,608,114,159
735,797,514,773,810,854,376,844
535,637,747,111,457,720,794,197
451,300,108,653,559,391,-61,569
415,510,248,222,519,356,220,205
723,270,176,506,593,229,360,497
411,337,300,788,395,455,107,912
413,260,614,374,577,272,784,445
525,371,413,666,509,254,440,734
220,119,613,750,328,156,487,755
176,568,359,238,256,452,392,407
771,344,254,611,791,179,128,419
430,65,532,84,422,143,423,238
119,398,151,79,102,312,-20,240
281,275,630,405,246,108,558,582
461,709,62,539,361,588,234,726
51,240,503,440,111,216,586,462
768,539,137,438,762,464,128,353
393,361,405,128,455,344,294,100
464,692,493,297,324,843,439,415
57,725,617,503,87,551,670,341
260,670,308,486,92,566,140,478
379,355,573,290,212,378,635,485
417,662,334,364,608,732,215,302
331,576,770,147,189,518,679,243
510,773,66,271,641,745,219,179
541,299,132,656,423,367,155,778
145,308,796,333,292,133,880,440
